"year","state","rate"
1993,"VT",5.27308642602626
1993,"WA",7.09877999354352
1993,"WI",4.50306091459808
1993,"WV",10.4414516775832
1993,"WY",5.53215169002473
1994,"AK",7.49674141462506
1994,"AL",5.38233535411183
1994,"AR",5.34119027954309
1994,"AZ",6.13271474497476
1994,"CA",8.62538165362085
1994,"CO",4.27714235723622
1994,"CT",5.48718340506326
1994,"DC",8.02711392168307
1994,"DE",4.57444614269924
1994,"FL",6.53829318517507
1994,"GA",5.06532965828505
1994,"HI",5.13282282210516
1994,"IA",3.75212855992087
1994,"ID",5.44016215374133
1994,"IL",5.79328204463858
1994,"IN",4.52806643127012
1994,"KS",4.86019582699866
1994,"KY",5.45778757370864
1994,"LA",7.54799137017388
1994,"MA",6.23282132166893
1994,"MD",5.16945840593495
1994,"ME",6.44733519568155
1994,"MI",6.15187267196062
1994,"MN",4.07447772212092
1994,"MO",4.94363246190207
1994,"MS",6.64726044760924
1994,"MT",5.47819806889953
1994,"NC",4.3989619135988
1994,"ND",3.72223104476558
1994,"NE",2.62736993237714
1994,"NH",4.74423921814758
1994,"NJ",6.82305807000735
1994,"NM",6.62180045003527
1994,"NV",6.11256853150976
1994,"NY",6.93096859130222
1994,"OH",5.63871857590811
1994,"OK",5.58627380432269
1994,"OR",5.47024846428899
1994,"PA",6.32146627211256
1994,"RI",6.82559189892262
1994,"SC",6.03422044967996
1994,"SD",3.35321306493486
1994,"TN",5.08923779358516
1994,"TX",6.56708275088567
1994,"UT",3.85216991570931
1994,"VA",4.71283960755714
1994,"VT",4.55019795843505
1994,"WA",6.49141189183203
1994,"WI",4.29542846883986
1994,"WV",8.72241505180783
1994,"WY",5.04659785549654
1995,"AK",7.10258706991938
1995,"AL",5.23408636666465
1995,"AR",4.79956278891227
1995,"AZ",5.34750760222984
1995,"CA",7.86985753014693
1995,"CO",4.01792661146519
1995,"CT",5.27575895925913
1995,"DC",8.59024144298159
1995,"DE",4.39491011241822
1995,"FL",5.67405361518687
1995,"GA",4.77954174176187
1995,"HI",5.50250476269642
1995,"IA",3.61615185478621
1995,"ID",5.24667397898793
1995,"IL",5.19678642062025
1995,"IN",4.33275401769692
1995,"KS",4.39943150346976
1995,"KY",5.57719383094202
1995,"LA",6.69427350348494
1995,"MA",5.47685285726053
1995,"MD",5.06258346707131
1995,"ME",5.81357298867221
1995,"MI",5.34486135617318
1995,"MN",3.71264081662795
1995,"MO",4.67698461095818
1995,"MS",6.54415103281618
1995,"MT",5.41975971040281
1995,"NC",4.43358899334438
1995,"ND",3.30129056553101
1995,"NE",2.62015960598307
1995,"NH",3.98082560811346
1995,"NJ",6.45712492977579
1995,"NM",6.76962683408755
1995,"NV",5.55171119607797
1995,"NY",6.35073074956747
1995,"OH",4.88640364110727
1995,"OK",4.6195379182325
1995,"OR",4.91241747470185
1995,"PA",5.85997126124101
1995,"RI",6.18327166110208
1995,"SC",5.14819125421042
1995,"SD",3.25670299614604
1995,"TN",5.29967785752443
1995,"TX",6.13023790001052
1995,"UT",3.50673918183968
1995,"VA",4.46097639224798
1995,"VT",4.29736728257666
1995,"WA",6.27903214624113
1995,"WI",3.73493624650933
1995,"WV",7.85193294211994
1995,"WY",4.87760566829122
1996,"AK",7.4606986262748
1996,"AL",4.49777569880249
1996,"AR",5.13849542961462
1996,"AZ",5.54277875462584
1996,"CA",7.33607464884777
1996,"CO",4.22672579851202
1996,"CT",5.31324096916199
1996,"DC",8.5246714263093
1996,"DE",4.254536001009
1996,"FL",5.3041576233412
1996,"GA",4.58182596394273
1996,"HI",5.87680330052802
1996,"IA",3.60882109317278
1996,"ID",5.32677199343866
1996,"IL",5.31742574251078
1996,"IN",3.8750329117726
1996,"KS",4.38097778788502
1996,"KY",5.47844229499984
1996,"LA",6.32300694848689
1996,"MA",4.57181942121072
1996,"MD",4.94796019972817
1996,"ME",5.24666587894812
1996,"MI",4.93185529809433
1996,"MN",3.908684876162
1996,"MO",4.68893158436017
1996,"MS",6.28420024616677
1996,"MT",5.52079186663864
1996,"NC",4.41317149089565
1996,"ND",3.18226209830498
1996,"NE",2.75585168144282
1996,"NH",3.68313039572833
1996,"NJ",6.17247805180474
1996,"NM",7.50910050475662
1996,"NV",5.17964179077752
1996,"NY",6.28251787244452
1996,"OH",4.98719971622446
1996,"OK",4.17112110028833
1996,"OR",5.63577765884385
1996,"PA",5.44011203978441
1996,"RI",5.31474910518951
1996,"SC",5.64025195785202
1996,"SD",3.39670417289718
1996,"TN",5.3428602710167
1996,"TX",5.75831840521937
1996,"UT",3.47410900752237
1996,"VA",4.35009689950977
1996,"VT",4.40562225439682
1996,"WA",5.9141663211833
1996,"WI",3.60960726974452
1996,"WV",7.40984052192823
1996,"WY",5.16565183082667
1997,"AK",7.0514546550243
1997,"AL",4.44343652176526
1997,"AR",5.10070403743257
1997,"AZ",4.59605443264013
1997,"CA",6.4064923810239
1997,"CO",3.386004818378
1997,"CT",4.82522982020099
1997,"DC",8.29145553275542
1997,"DE",3.90781053840719
1997,"FL",4.96977204758998
1997,"GA",4.45926846473346
1997,"HI",5.80040387923512
1997,"IA",3.15379889412247
1997,"ID",5.05520397049438
1997,"IL",4.80832189198766
1997,"IN",3.31750985666502
1997,"KS",3.8808291765842
1997,"KY",5.37580662195978
1997,"LA",5.72084000692341
1997,"MA",4.0857918517963
1997,"MD",4.75134295393715
1997,"ME",5.12691558510622
1997,"MI",4.31965460171724
1997,"MN",3.29128986020397
1997,"MO",4.27088268673491
1997,"MS",6.03890835028
1997,"MT",5.3400616441996
1997,"NC",3.86553705763141
1997,"ND",2.89168261752069
1997,"NE",2.40885599300843
1997,"NH",3.14300912525854
1997,"NJ",5.31816992456973
1997,"NM",6.56809639350958
1997,"NV",4.53676403943251
1997,"NY",6.45702371320097
1997,"OH",4.62929849114635
1997,"OK",4.18722392834214
1997,"OR",5.58721056419278
1997,"PA",5.1036088765731
1997,"RI",5.21449266097995
1997,"SC",4.43037243323819
1997,"SD",3.05296391491773
1997,"TN",5.32005620520207
1997,"TX",5.3524829428139
1997,"UT",3.16865382293169
1997,"VA",3.67866910440822
1997,"VT",3.95749637338475
1997,"WA",4.86844775292299
1997,"WI",3.48198174905817
1997,"WV",6.7778173257651
1997,"WY",4.80717075816642
1998,"AK",6.11405318734389
1998,"AL",3.88338185888167
1998,"AR",5.02307302027043
1998,"AZ",4.34430017591778
1998,"CA",5.95798160168809
1998,"CO",3.53648053048724
1998,"CT",3.26186437855771
1998,"DC",8.02464093662787
1998,"DE",3.51330672156811
1998,"FL",4.49367723805701
1998,"GA",4.15953547659514
1998,"HI",5.65114793596579
1998,"IA",2.89399639396832
1998,"ID",5.11351007606441
1998,"IL",4.48014261999798
1998,"IN",2.91450033045129
1998,"KS",3.7665793848415
1998,"KY",4.55776556328292
1998,"LA",5.34502328008764
1998,"MA",3.39207004692535
1998,"MD",4.27394146064223
1998,"ME",4.48664320112927
1998,"MI",3.96279044505339
1998,"MN",2.74727607913537
1998,"MO",3.98511927153276
1998,"MS",5.44933227612989
1998,"MT",5.57287903150558
1998,"NC",3.53228211086863
1998,"ND",2.99227437634536
1998,"NE",2.50130048437713
1998,"NH",2.87299326677155
1998,"NJ",4.60365748735493
1998,"NM",6.247285804353
1998,"NV",4.41984787235126
1998,"NY",5.65473102188766
1998,"OH",4.32058748317643
1998,"OK",4.35594957628823
1998,"OR",5.67715504403095
1998,"PA",4.62646506100177
1998,"RI",4.58061725320265
1998,"SC",3.60880714087995
1998,"SD",2.97047203419578
1998,"TN",4.50068872850369
1998,"TX",4.92085385657338
1998,"UT",3.69281754519377
1998,"VA",2.84875817473731
1998,"VT",3.08921726972495
1998,"WA",4.78723439341799
1998,"WI",3.26081057622137
1998,"WV",6.50035002075344
1998,"WY",4.92034800495834
1999,"AK",6.15780277969979
1999,"AL",4.27238383249869
1999,"AR",4.44529345094289
1999,"AZ",4.49754285806964
1999,"CA",5.25653897977935
1999,"CO",3.04462904249657
1999,"CT",2.65236459939881
1999,"DC",6.51411136536995
1999,"DE",3.32327037126596
1999,"FL",4.01162236520708
1999,"GA",3.77430025848036
1999,"HI",5.00197804371477
1999,"IA",2.60732454408011
1999,"ID",4.88982013732851
1999,"IL",4.4535652816605
1999,"IN",2.85861670663049
1999,"KS",3.52216544323437
1999,"KY",4.63461786710375
1999,"LA",4.71929370818533
1999,"MA",3.26531804380143
1999,"MD",3.58793630979924
1999,"ME",3.94249289323832
1999,"MI",3.77797247350043
1999,"MN",2.78207333425476
1999,"MO",3.13763544649037
1999,"MS",5.26134467768845
1999,"MT",5.29074828323643
1999,"NC",3.27359331813007
1999,"ND",3.20938220039869
1999,"NE",2.75122346765386
1999,"NH",2.75002847122654
1999,"NJ",4.47752136859858
1999,"NM",5.58804271479422
1999,"NV",4.26517945242587
1999,"NY",5.21837767202491
1999,"OH",4.26160709806547
1999,"OK",3.6033901571041
1999,"OR",5.48179094038236
1999,"PA",4.40956795592637
1999,"RI",4.16691293811691
1999,"SC",4.07732505398188
1999,"SD",2.81418041763569
1999,"TN",4.10805208786145
1999,"TX",4.71932700373325
1999,"UT",3.58284475142559
1999,"VA",2.68157738914938
1999,"VT",2.93242542230384
1999,"WA",4.84595577863553
1999,"WI",3.06417677121889
1999,"WV",6.26861818204171
1999,"WY",4.85459635706918
2000,"AK",6.16916296245212
2000,"AL",4.05657417412065
2000,"AR",4.19779457682044
2000,"AZ",4.00716877352503
2000,"CA",4.94282068109298
2000,"CO",2.73987894266161
2000,"CT",2.25485121482607
2000,"DC",5.65734064591608
2000,"DE",3.29576666730692
2000,"FL",3.81576414333719
2000,"GA",3.47710538342081
2000,"HI",3.96704202503046
2000,"IA",2.79913578867399
2000,"ID",4.60234763170359
2000,"IL",4.49714597240256
2000,"IN",2.91525449602165
2000,"KS",3.78034728978321
2000,"KY",4.24166799639409
2000,"LA",4.95422626736822
2000,"MA",2.742353760545
2000,"MD",3.56643279541879
2000,"ME",3.279424777116
2000,"MI",3.70336169626244
2000,"MN",3.1051336818782
2000,"MO",3.28811678046483
2000,"MS",5.65358198938027
2000,"MT",4.7597516577125
2000,"NC",3.74848956829116
2000,"ND",2.92062390678983
2000,"NE",2.79771230269032
2000,"NH",2.69512311056184
2000,"NJ",3.67266549045719
2000,"NM",4.95942724124013
2000,"NV",4.48079966429756
2000,"NY",4.53292389255998
2000,"OH",4.02770978089208
2000,"OK",3.10201565396325
2000,"OR",5.14851791451768
2000,"PA",4.18898761353818
2000,"RI",4.16777847911418
2000,"SC",3.5608229502194
2000,"SD",2.69441005338905
2000,"TN",4.00634222598481
2000,"TX",4.36667727110551
2000,"UT",3.35561253726771
2000,"VA",2.27444003943029
2000,"VT",2.69367188128188
2000,"WA",4.96221836724724
2000,"WI",3.37799138880545
2000,"WV",5.46630154599346
2000,"WY",3.82112145680724
2001,"AK",6.15668391977306
2001,"AL",4.68131689000809
2001,"AR",4.68274520948619
2001,"AZ",4.71934495700154
2001,"CA",5.43416460899975
2001,"CO",3.83135220167798
2001,"CT",3.12239114540862
2001,"DC",6.26780067818336
2001,"DE",3.48162106263718
2001,"FL",4.6679767328839
2001,"GA",3.97597855047614
2001,"HI",4.23206637898107
2001,"IA",3.29096427472708
2001,"ID",4.87431032956658
2001,"IL",5.42934271541542
2001,"IN",4.16079367058369
2001,"KS",4.28886947752661
2001,"KY",5.224212458505
2001,"LA",5.35607541521205
2001,"MA",3.70419044040623
2001,"MD",4.06003010914565
2001,"ME",3.73949293907754
2001,"MI",5.20094691332656
2001,"MN",3.8456720749665
2001,"MO",4.49132038398455
2001,"MS",5.57983242307875
2001,"MT",4.50714977205171
2001,"NC",5.64083405283564
2001,"ND",2.77397844549637
2001,"NE",3.14273667823436
2001,"NH",3.43348796300237
2001,"NJ",4.29528847311534
2001,"NM",4.9417379504541
2001,"NV",5.34413058424862
2001,"NY",4.88776134884787
2001,"OH",4.44441011354088
2001,"OK",3.67675000879934
2001,"OR",6.42388531827111
2001,"PA",4.75741353083076
2001,"RI",4.5436712364931
2001,"SC",5.20474866670421
2001,"SD",3.12531758898541
2001,"TN",4.71423118601191
2001,"TX",5.0138720482387
2001,"UT",4.38910920635687
2001,"VA",3.2187783912701
2001,"VT",3.26033122034564
2001,"WA",6.19159509931966
2001,"WI",4.39009937967708
2001,"WV",5.21083660163373
2001,"WY",3.88131236434482
2002,"AK",7.0880000974463
2002,"AL",5.36624568697841
2002,"AR",5.33650222537644
2002,"AZ",6.04424757914134
2002,"CA",6.7044097284385
2002,"CO",5.6751071952866
2002,"CT",4.38713993012909
2002,"DC",6.74811851473243
2002,"DE",3.96855594242435
2002,"FL",5.69143895216457
2002,"GA",4.83327495766805
2002,"HI",4.0371926205952
2002,"IA",3.9381980581049
2002,"ID",5.42207207668742
2002,"IL",6.53964174312164
2002,"IN",5.1570528725771
2002,"KS",5.133129643843
2002,"KY",5.74100591803954
2002,"LA",5.87889231197675
2002,"MA",5.28566347410097
2002,"MD",4.48441369361108
2002,"ME",4.35286667068295
2002,"MI",6.24530854798183
2002,"MN",4.54131203488483
2002,"MO",5.22278966071911
2002,"MS",6.72744878659732
2002,"MT",4.50778891023881
2002,"NC",6.63378798643143
2002,"ND",3.53604867018662
2002,"NE",3.72280220268323
2002,"NH",4.54420358840858
2002,"NJ",5.80082941224113
2002,"NM",5.54458490195831
2002,"NV",5.68677754578473
2002,"NY",6.21154441748826
2002,"OH",5.73731684840512
2002,"OK",4.81644685600149
2002,"OR",7.57205873499449
2002,"PA",5.60577620672835
2002,"RI",5.06853693374191
2002,"SC",5.96821571913673
2002,"SD",3.31339051875345
2002,"TN",5.30557720914578
2002,"TX",6.36755422418123
2002,"UT",5.75834840351936
2002,"VA",4.18102825548856
2002,"VT",4.00821723594173
2002,"WA",7.33332388530436
2002,"WI",5.30116812917278
2002,"WV",5.91191840640813
2002,"WY",4.15047319547868
2003,"AK",7.66213738779561
2003,"AL",5.43786028960988
2003,"AR",5.8198395710976
2003,"AZ",5.7097334729717
2003,"CA",6.84621775310759
2003,"CO",6.13124405931914
2003,"CT",5.4675208913649
2003,"DC",7.02036773354795
2003,"DE",4.16971452999573
2003,"FL",5.27149564060765
2003,"GA",4.75574346743048
2003,"HI",3.87036688495012
2003,"IA",4.40876455229936
2003,"ID",5.24909558470993
2003,"IL",6.72282791103597
2003,"IN",5.31055155117847
2003,"KS",5.57634577771689
2003,"KY",6.27343084351037
2003,"LA",6.19698716675707
2003,"MA",5.80175083724399
2003,"MD",4.48444789775717
2003,"ME",4.99976631828618
2003,"MI",7.10750835781854
2003,"MN",4.86650761170994
2003,"MO",5.55930935844879
2003,"MS",6.39702498036423
2003,"MT",4.3119700901843
2003,"NC",6.45491173739093
2003,"ND",3.60471381243337
2003,"NE",3.98706807707212
2003,"NH",4.45036670346593
2003,"NJ",5.85483437055587
2003,"NM",5.92423596096206
2003,"NV",5.23464155319007
2003,"NY",6.39971833539574
2003,"OH",6.16186896162883
2003,"OK",5.63587047951856
2003,"OR",8.12689084669392
2003,"PA",5.68382037403281
2003,"RI",5.37866031204144
2003,"SC",6.70424816871931
2003,"SD",3.53624175034511
2003,"TN",5.68926618828246
2003,"TX",6.71362368543862
2003,"UT",5.6572630170137
2003,"VA",4.09510273256662
2003,"VT",4.46209969287558
2003,"WA",7.40347433282117
2003,"WI",5.63958624508847
2003,"WV",5.97238545867191
2003,"WY",4.46157697858679
2004,"AK",7.38715941858412
2004,"AL",5.04463785174395
2004,"AR",5.61929706634526
2004,"AZ",4.9726690725771
2004,"CA",6.24644908328666
2004,"CO",5.61917183969406
2004,"CT",4.92285543694792
2004,"DC",7.50191637239526
2004,"DE",3.91796928319613
2004,"FL",4.65659248634912
2004,"GA",4.73377198892502
2004,"HI",3.23141109534725
2004,"IA",4.64345972164587
2004,"ID",4.59084209365318
2004,"IL",6.23521120697916
2004,"IN",5.29187049096012
2004,"KS",5.53536649415163
2004,"KY",5.5583306982208
2004,"LA",5.51213933780441
2004,"MA",5.23095135339478
2004,"MD",4.28588114476399
2004,"ME",4.62197806365595
2004,"MI",7.05296031456751
2004,"MN",4.6285724779772
2004,"MO",5.75355798574597
2004,"MS",6.34820136448212
2004,"MT",4.03345865610255
2004,"NC",5.53803389732009
2004,"ND",3.48516934097014
2004,"NE",3.913959066951
2004,"NH",3.8713788800085
2004,"NJ",4.92517850801164
2004,"NM",5.75103926762819
2004,"NV",4.41339437913237
2004,"NY",5.81268101461023
2004,"OH",6.14518269365254
2004,"OK",4.97759139945306
2004,"OR",7.31315695718435
2004,"PA",5.44220332719577
2004,"RI",5.23331958198297
2004,"SC",6.83128668605985
2004,"SD",3.66244311068993
2004,"TN",5.44415044252358
2004,"TX",6.03165325198415
2004,"UT",5.061179401338
2004,"VA",3.69835640988223
2004,"VT",3.71194200576831
2004,"WA",6.24242202598806
2004,"WI",5.03344905698358
2004,"WV",5.26169579330719
2004,"WY",3.93051476780889
2005,"AK",6.88857973506356
2005,"AL",3.81054620204061
2005,"AR",5.12280916541128
2005,"AZ",4.68041461427516
2005,"CA",5.42933430973089
2005,"CO",5.12322727504532
2005,"CT",4.89153563449675
2005,"DC",6.48036504511389
2005,"DE",3.9579731530955
2005,"FL",3.81878949026293
2005,"GA",5.222446020225
2005,"HI",2.75066817204713
2005,"IA",4.29947312637287
2005,"ID",3.70619610188924
2005,"IL",5.791100056056
2005,"IN",5.36977872293412
2005,"KS",5.10546052209477
2005,"KY",6.04974041769608
2005,"LA",6.43151659436344
2005,"MA",4.83498073775265
2005,"MD",4.13076432578483
2005,"ME",4.8849395954542
2005,"MI",6.83409516797229
2005,"MN",4.17979249631816
2005,"MO",5.37114531081581
2005,"MS",7.76290772742439
2005,"MT",3.64010774718932
2005,"NC",5.26164529048126
2005,"ND",3.44192921129832
2005,"NE",3.87686591319413
2005,"NH",3.64341900009957
2005,"NJ",4.46622997225762
2005,"NM",5.15678916116376
2005,"NV",4.47065681165603
2005,"NY",5.03450975513815
2005,"OH",5.8528635074268
2005,"OK",4.5064367616604
2005,"OR",6.19978621426847
2005,"PA",4.97896399950179
2005,"RI",5.07231404958678
2005,"SC",6.78754160298533
2005,"SD",3.65792616632482
2005,"TN",5.56730750276484
2005,"TX",5.37318444231244
2005,"UT",4.14278580493273
2005,"VA",3.51840991381509
2005,"VT",3.50808289590996
2005,"WA",5.51547335427819
2005,"WI",4.79911140742576
2005,"WV",4.86347974058784
2005,"WY",3.68711468986466
2006,"AK",6.51664779486591
2006,"AL",3.4665703692118
2006,"AR",5.27271161401022
2006,"AZ",4.09745918718197
2006,"CA",4.89310101862993
2006,"CO",4.28274854164525
2006,"CT",4.42435731180812
2006,"DC",5.71323933345541
2006,"DE",3.52332524470377
2006,"FL",3.33609373317917
2006,"GA",4.70481035131546
2006,"HI",2.47595474614558
2006,"IA",3.72941380958589
2006,"ID",2.9765885835735
2006,"IL",4.61930915753453
2006,"IN",4.98007083184225
2006,"KS",4.38988313121978
2006,"KY",5.91216650165897
2006,"LA",3.80287353582656
2006,"MA",4.75420881725382
2006,"MD",3.80850659136465
2006,"ME",4.67741404412428
2006,"MI",6.88072824683384
2006,"MN",4.09621729429475
2006,"MO",4.82714211368832
2006,"MS",6.78721888563387
2006,"MT",3.23869371738914
2006,"NC",4.75689185078499
2006,"ND",3.19961874996537
2006,"NE",3.02608445317239
2006,"NH",3.52524488051355
2006,"NJ",4.63975120642087
2006,"NM",4.08980679662267
2006,"NV",4.23945659242081
2006,"NY",4.60433620624954
2006,"OH",5.42537807361259
2006,"OK",4.13129124711463
2006,"OR",5.34683378493295
2006,"PA",4.54328330476755
2006,"RI",5.06596858638743
2006,"SC",6.37157446638705
2006,"SD",3.11352955498693
2006,"TN",5.19930819905097
2006,"TX",4.92157318525026
2006,"UT",2.94804286799382
2006,"VA",3.04260536121478
2006,"VT",3.72531745720009
2006,"WA",4.93704308257217
2006,"WI",4.69983809462527
2006,"WV",4.51377413683591
2006,"WY",3.17456986991188
2007,"AK",6.08098493343275
2007,"AL",3.41190770846569
2007,"AR",5.31403199765155
2007,"AZ",3.70825558585714
2007,"CA",5.35852271966359
2007,"CO",3.78544584135771
2007,"CT",4.59535956239624
2007,"DC",5.46307496760962
2007,"DE",3.51728950119795
2007,"FL",3.9839218369159
2007,"GA",4.64390351781522
2007,"HI",2.6863352818863
2007,"IA",3.76818412578776
2007,"ID",2.96906666666667
2007,"IL",5.0780930943195
2007,"IN",4.60739934044687
2007,"KS",4.1158307715824
2007,"KY",5.64186904079299
2007,"LA",3.7955677262353
2007,"MA",4.50071073671497
2007,"MD",3.44585503228952
2007,"ME",4.71840159463042
2007,"MI",7.07924752865426
2007,"MN",4.66289300161359
2007,"MO",5.04629316797732
2007,"MS",6.30996052099084
2007,"MT",3.42247074339526
2007,"NC",4.77106558925852
2007,"ND",3.11645573765124
2007,"NE",2.96129465345284
2007,"NH",3.54557505800511
2007,"NJ",4.3015653316602
2007,"NM",3.47561633244952
2007,"NV",4.67599461637046
2007,"NY",4.55625637191884
2007,"OH",5.64154885132034
2007,"OK",4.10999567132254
2007,"OR",5.16666363018815
2007,"PA",4.36358656039793
2007,"RI",5.19098086882625
2007,"SC",5.59209290442806
2007,"SD",2.88060880112694
2007,"TN",4.79621672839134
2007,"TX",4.36226787561194
2007,"UT",2.60820313444527
2007,"VA",3.06371176241279
2007,"VT",3.93849496746302
2007,"WA",4.55078409308668
2007,"WI",4.78553486880747
2007,"WV",4.24095163903006
2007,"WY",2.80918983281828
2008,"AK",6.41657831109017
2008,"AL",5.01133013260554
2008,"AR",5.37254272178464
2008,"AZ",5.95742235460365
2008,"CA",7.21337857183392
2008,"CO",4.79759982753427
2008,"CT",5.61621281455974
2008,"DC",6.55823102001958
2008,"DE",4.83894122925078
2008,"FL",6.26025003360667
2008,"GA",6.28640810205116
2008,"HI",4.098218112031
2008,"IA",4.02088682401662
2008,"ID",4.73527863080478
2008,"IL",6.36894287862089
2008,"IN",5.84434101422792
2008,"KS",4.41683323429312
2008,"KY",6.59679287130268
2008,"LA",4.42080059697688
2008,"MA",5.34946703169275
2008,"MD",4.26815804956733
2008,"ME",5.3917108346034
2008,"MI",8.25654921758643
2008,"MN",5.39249901993058
2008,"MO",5.92299523117875
2008,"MS",6.7856690428754
2008,"MT",4.46775393396706
2008,"NC",6.30651625716314
2008,"ND",3.11719789577671
2008,"NE",3.28754816708262
2008,"NH",3.91252087350054
2008,"NJ",5.47400342373323
2008,"NM",4.49936079620493
2008,"NV",7.03063917394362
2008,"NY",5.37573956326288
2008,"OH",6.54499748837226
2008,"OK",3.73976646504218
2008,"OR",6.49309968271878
2008,"PA",5.35299577476693
2008,"RI",7.72832822077838
2008,"SC",6.77044741759752
2008,"SD",2.99879010049389
2008,"TN",6.61223099073105
2008,"TX",4.92495469754573
2008,"UT",3.49440747003769
2008,"VA",3.99254549067615
2008,"VT",4.51725187939468
2008,"WA",5.42038880445467
2008,"WI",4.84255583885574
2008,"WV",4.23490782006955
2008,"WY",3.09103364029952
2009,"AK",7.74137624466572
2009,"AL",9.92179897332884
2009,"AR",7.53397809310064
2009,"AZ",9.88444871334526
2009,"CA",11.3347270527283
2009,"CO",8.1243673649861
2009,"CT",8.20288888865447
2009,"DC",9.71117133573899
2009,"DE",7.85812949574803
2009,"FL",10.3605220332746
2009,"GA",9.83811449888955
2009,"HI",6.90871925421635
2009,"IA",6.21280535149018
2009,"ID",7.42174050031308
2009,"IL",10.0363607222848
2009,"IN",10.3787710598131
2009,"KS",7.18331242898768
2009,"KY",10.303986848313
2009,"LA",6.64987805835163
2009,"MA",8.17574374615433
2009,"MD",7.39773733509309
2009,"ME",8.1430654430054
2009,"MI",13.4253947772531
2009,"MN",8.00979217420134
2009,"MO",9.43563037619762
2009,"MS",9.39291544857436
2009,"MT",6.06590296006871
2009,"NC",10.4616180299272
2009,"ND",4.13196867279668
2009,"NE",4.67719646828298
2009,"NH",6.21896744670851
2009,"NJ",8.97584421417428
2009,"NM",6.84759609074641
2009,"NV",11.6427307370696
2009,"NY",8.34426624013808
2009,"OH",10.1432238323755
2009,"OK",6.66066785394744
2009,"OR",11.0649119055959
2009,"PA",7.9522749828398
2009,"RI",10.9034543374191
2009,"SC",11.5127782856091
2009,"SD",5.15670549827636
2009,"TN",10.488910595985
2009,"TX",7.4957167869782
2009,"UT",7.62786519584444
2009,"VA",6.85073581272427
2009,"VT",6.87723354471536
2009,"WA",9.35364629579585
2009,"WI",8.7450483298415
2009,"WV",7.65980182027149
2009,"WY",6.31382175477811
2010,"AK",7.9711717850578
2010,"AL",9.48879619304598
2010,"AR",7.93980391159584
2010,"AZ",10.4986847856063
2010,"CA",12.3654397330133
2010,"CO",8.9446684842636
2010,"CT",9.29454168271072
2010,"DC",10.1025397592747
2010,"DE",8.03897239607895
2010,"FL",11.2800819230005
2010,"GA",10.2463481436721
2010,"HI",6.87598396692331
